ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000014248	CYB5R3	cytochrome b5 reductase 3 	Source:HGNC Symbol;Acc:HGNC:2873	-0.905281093	7.459421903	12.75947576	0.00035421	0.022296897
ENSOCUG00000012904	LAYN	layilin 	Source:HGNC Symbol;Acc:HGNC:29471	-1.017224814	1.324248579	12.75207648	0.000355614	0.022296897
ENSOCUG00000001961	RAD51AP1	RAD51 associated protein 1 	Source:HGNC Symbol;Acc:HGNC:16956	-3.267119859	0.039588801	12.74959027	0.000356087	0.022296897
ENSOCUG00000014455		ectonucleotide pyrophosphatase/phosphodiesterase family member 1  	Source:RefSeq peptide;Acc:NP_001076211	0.850774992	2.943057222	12.73921773	0.000358067	0.022353116
ENSOCUG00000001328	VPS13A	vacuolar protein sorting 13 homolog A 	Source:HGNC Symbol;Acc:HGNC:1908	1.148019143	3.843855651	12.73501051	0.000358874	0.022353116
ENSOCUG00000024055	MCAM	melanoma cell adhesion molecule 	Source:HGNC Symbol;Acc:HGNC:6934	-1.125041696	2.413946252	12.71784954	0.000362182	0.022421109
ENSOCUG00000012919	DIXDC1	DIX domain containing 1 	Source:HGNC Symbol;Acc:HGNC:23695	1.152519862	2.900946642	12.71418865	0.000362892	0.022421109
ENSOCUG00000005398	CCNE2	cyclin E2 	Source:HGNC Symbol;Acc:HGNC:1590	-2.260618798	1.094601234	12.71270178	0.00036318	0.022421109
ENSOCUG00000013093		"Oryctolagus cuniculus calpain, small subunit 1 (CAPNS1), mRNA. "	Source:RefSeq mRNA;Acc:NM_001082264	-0.905152717	5.418581725	12.70974757	0.000363755	0.022421109
ENSOCUG00000007418	PDK3	pyruvate dehydrogenase kinase 3 	Source:HGNC Symbol;Acc:HGNC:8811	-1.253404762	0.749396072	12.68796138	0.000368017	0.022624938
ENSOCUG00000027432				0.89972097	2.573050791	12.67461307	0.000370654	0.022727999
ENSOCUG00000007890	SSPO	SCO-spondin 	Source:HGNC Symbol;Acc:HGNC:21998	2.41333433	0.957732864	12.66244903	0.000373073	0.022807377
ENSOCUG00000016289	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD) 	Source:HGNC Symbol;Acc:HGNC:5154	-0.798041021	3.827780001	12.65843205	0.000373876	0.022807377
ENSOCUG00000001256				1.217809486	0.075202796	12.64590796	0.000376389	0.022901651
ENSOCUG00000022093	ACAN	aggrecan 	Source:HGNC Symbol;Acc:HGNC:319	3.653516449	-1.947767244	12.63846664	0.00037789	0.022934035
ENSOCUG00000026262				-2.668262841	-0.409513229	12.5993278	0.000385886	0.023297648
ENSOCUG00000002337	PRR11	proline rich 11 	Source:HGNC Symbol;Acc:HGNC:25619	-2.47479643	0.988656428	12.59648796	0.000386472	0.023297648
ENSOCUG00000004873	LRRC70	leucine rich repeat containing 70 	Source:HGNC Symbol;Acc:HGNC:35155	-1.256003017	1.60431232	12.59473901	0.000386834	0.023297648
ENSOCUG00000026040	DOK4	docking protein 4 	Source:HGNC Symbol;Acc:HGNC:19868	-0.982648008	4.599993708	12.58643978	0.000388556	0.023341935
ENSOCUG00000015952	TIMP4	TIMP metallopeptidase inhibitor 4 	Source:HGNC Symbol;Acc:HGNC:11823	-4.655769934	-2.230860514	12.57516049	0.000390908	0.023394715
ENSOCUG00000001306	SPTLC3	serine palmitoyltransferase long chain base subunit 3 	Source:HGNC Symbol;Acc:HGNC:16253	1.053285443	4.387509544	12.57275563	0.000391411	0.023394715
ENSOCUG00000012269	MAVS	mitochondrial antiviral signaling protein 	Source:HGNC Symbol;Acc:HGNC:29233	1.103229429	2.816994016	12.55714268	0.000394695	0.023503905
ENSOCUG00000005158				0.91745248	5.578320268	12.55463927	0.000395224	0.023503905
ENSOCUG00000021501		Cytochrome P450 2C5  	Source:UniProtKB/Swiss-Prot;Acc:P00179	1.486922237	7.248940291	12.5367337	0.000399029	0.023624058
ENSOCUG00000023151	SLAMF1	signaling lymphocytic activation molecule family member 1 	Source:HGNC Symbol;Acc:HGNC:10903	-1.399074509	2.244686187	12.53574457	0.00039924	0.023624058
ENSOCUG00000013792	KNTC1	kinetochore associated 1 	Source:HGNC Symbol;Acc:HGNC:17255	-2.184782	2.315614435	12.49785607	0.000407419	0.024047899
ENSOCUG00000029573				1.78480666	5.563553467	12.48135474	0.000411034	0.024200905
ENSOCUG00000012980	KLHL41	kelch like family member 41 	Source:HGNC Symbol;Acc:HGNC:16905	-0.893087224	1.522217351	12.46199781	0.000415316	0.02434266
ENSOCUG00000010789	TMEM168	transmembrane protein 168 	Source:HGNC Symbol;Acc:HGNC:25826	0.782781168	4.058719673	12.4546569	0.000416951	0.02434266
ENSOCUG00000029477				1.050267769	1.181112559	12.44792868	0.000418456	0.02434266
ENSOCUG00000021322				3.733923209	-1.52622532	12.44503567	0.000419104	0.02434266
ENSOCUG00000004668	SEMA4F	ssemaphorin 4F 	Source:HGNC Symbol;Acc:HGNC:10734	-1.863607828	0.491496561	12.43609611	0.000421115	0.02434266
ENSOCUG00000007873		NF-kappa-B essential modulator  	Source:RefSeq peptide;Acc:NP_001164965	1.158811134	1.111058877	12.43507515	0.000421345	0.02434266
ENSOCUG00000027354				4.859027119	-1.27587328	12.43430989	0.000421518	0.02434266
ENSOCUG00000007597	NAV2	neuron navigator 2 	Source:HGNC Symbol;Acc:HGNC:15997	1.373274925	3.130805867	12.43363983	0.000421669	0.02434266
ENSOCUG00000000059				0.951699868	3.094922886	12.40350465	0.000428529	0.024678464
ENSOCUG00000004473	HYLS1	"HYLS1, centriolar and ciliogenesis associated "	Source:HGNC Symbol;Acc:HGNC:26558	-1.654229393	2.081229671	12.39516872	0.000430446	0.024728711
ENSOCUG00000009203	LGR5	leucine rich repeat containing G protein-coupled receptor 5 	Source:HGNC Symbol;Acc:HGNC:4504	1.146976812	4.058626864	12.3622965	0.000438091	0.025106991
ENSOCUG00000004231	BACH2	BTB domain and CNC homolog 2 	Source:HGNC Symbol;Acc:HGNC:14078	1.615397135	-0.695139213	12.35602444	0.000439566	0.025130631
ENSOCUG00000021410				1.137091551	2.082634766	12.34279143	0.000442693	0.025221888
ENSOCUG00000003186	HPRT1	hypoxanthine phosphoribosyltransferase 1 	Source:HGNC Symbol;Acc:HGNC:5157	-0.604707639	5.076645978	12.34026059	0.000443293	0.025221888
ENSOCUG00000029307				-2.243134435	0.652427909	12.32283429	0.000447451	0.025397392
ENSOCUG00000000123	PCYT1A	"phosphate cytidylyltransferase 1, choline, alpha "	Source:HGNC Symbol;Acc:HGNC:8754	0.993011023	3.231637347	12.30136334	0.000452628	0.02558761
ENSOCUG00000007313	CREB3L2	cAMP responsive element binding protein 3 like 2 	Source:HGNC Symbol;Acc:HGNC:23720	1.509495413	2.021418422	12.29997582	0.000452964	0.02558761
ENSOCUG00000014366	UGCG	UDP-glucose ceramide glucosyltransferase 	Source:HGNC Symbol;Acc:HGNC:12524	0.586846116	4.218924542	12.29039447	0.000455295	0.025611758
ENSOCUG00000000856	E2F1	E2F transcription factor 1 	Source:HGNC Symbol;Acc:HGNC:3113	-2.566830921	0.51047352	12.28932773	0.000455556	0.025611758
ENSOCUG00000013992	TSPAN15	tetraspanin 15 	Source:HGNC Symbol;Acc:HGNC:23298	-0.733732771	3.317837609	12.27427191	0.000459246	0.02575803
ENSOCUG00000008107				1.960666059	0.237156189	12.26809667	0.000460768	0.02578231
ENSOCUG00000015801	ATP13A4	ATPase 13A4 	Source:HGNC Symbol;Acc:HGNC:25422	2.106537678	-1.639404227	12.25174545	0.000464823	0.025925487
ENSOCUG00000026111				1.990320547	-0.079756547	12.24896045	0.000465517	0.025925487
ENSOCUG00000004238				-0.744513563	4.909909054	12.21162552	0.000474926	0.026327887
ENSOCUG00000017133	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2 	Source:HGNC Symbol;Acc:HGNC:25974	1.110475319	1.370995623	12.21146357	0.000474968	0.026327887
ENSOCUG00000013690	FAM49B	family with sequence similarity 49 member B 	Source:HGNC Symbol;Acc:HGNC:25216	-0.639623268	3.59972623	12.19422717	0.000479376	0.026510182
ENSOCUG00000012719	HSPA12B	heat shock protein family A (Hsp70) member 12B 	Source:HGNC Symbol;Acc:HGNC:16193	-1.258677291	1.887001845	12.17872721	0.000483376	0.026669068
ENSOCUG00000001386	CTTNBP2	cortactin binding protein 2 	Source:HGNC Symbol;Acc:HGNC:15679	0.960853956	2.863323502	12.17093341	0.0004854	0.026681518
ENSOCUG00000026270				-3.84945801	-1.764035285	12.16894211	0.000485919	0.026681518
ENSOCUG00000006792	NCAPG	non-SMC condensin I complex subunit G 	Source:HGNC Symbol;Acc:HGNC:24304	-2.619705822	1.686121025	12.15663916	0.000489134	0.026681518
ENSOCUG00000021890				0.885918662	3.046794937	12.15632051	0.000489218	0.026681518
ENSOCUG00000016975	CRYM	crystallin mu 	Source:HGNC Symbol;Acc:HGNC:2418	-0.772731191	3.828068409	12.15624327	0.000489238	0.026681518
ENSOCUG00000009676				1.753171263	2.206287348	12.12998191	0.000496176	0.026997678
ENSOCUG00000017407	NIPAL2	NIPA like domain containing 2 	Source:HGNC Symbol;Acc:HGNC:25854	-1.229335147	2.646886673	12.12043858	0.000498722	0.027073956
ENSOCUG00000006168	KCNN4	potassium calcium-activated channel subfamily N member 4 	Source:HGNC Symbol;Acc:HGNC:6293	1.569422716	-1.373774481	12.11576702	0.000499973	0.027079756
ENSOCUG00000025441				2.94533615	-2.839955771	12.09609378	0.000505276	0.027268359
ENSOCUG00000027743				-1.869121425	1.266039952	12.09431105	0.000505759	0.027268359
ENSOCUG00000021101				-1.838691471	5.175973284	12.08994162	0.000506946	0.027270218
ENSOCUG00000013807				-2.860696717	2.204287487	12.0713519	0.000512026	0.027481028
ENSOCUG00000029304				1.263944459	4.892016623	12.03939417	0.000520879	0.027892952
ENSOCUG00000010458	NECTIN1	nectin cell adhesion molecule 1 	Source:HGNC Symbol;Acc:HGNC:9706	0.876488057	5.708808048	12.03005414	0.000523496	0.027969789
ENSOCUG00000016180	F2	"coagulation factor II, thrombin "	Source:HGNC Symbol;Acc:HGNC:3535	0.574002936	11.1673348	12.0186378	0.000526712	0.028078249
ENSOCUG00000006778	EBPL	emopamil binding protein like 	Source:HGNC Symbol;Acc:HGNC:18061	-0.848260442	4.847174872	11.9946414	0.000533537	0.028355423
ENSOCUG00000002789	F12	coagulation factor XII 	Source:HGNC Symbol;Acc:HGNC:3530	0.706799752	8.129523106	11.99195436	0.000534307	0.028355423
ENSOCUG00000029263	RARRES1	retinoic acid receptor responder 1 	Source:HGNC Symbol;Acc:HGNC:9867	-1.160811367	3.467600588	11.98098344	0.000537462	0.028437611
ENSOCUG00000007236	CENPP	centromere protein P 	Source:HGNC Symbol;Acc:HGNC:32933	-5.694269612	-2.178672922	11.97815618	0.000538278	0.028437611
ENSOCUG00000012987				1.04488606	1.628650181	11.97406817	0.00053946	0.028437611
ENSOCUG00000016157	EXO1	exonuclease 1 	Source:HGNC Symbol;Acc:HGNC:3511	-2.524088384	0.728348446	11.95498964	0.000545012	0.028666436
ENSOCUG00000010009	EPX	eosinophil peroxidase 	Source:HGNC Symbol;Acc:HGNC:3423	2.081523991	-1.575456863	11.89616366	0.000562497	0.029520478
ENSOCUG00000002371	SYTL1	synaptotagmin like 1 	Source:HGNC Symbol;Acc:HGNC:15584	1.354969391	0.838840474	11.88413687	0.000566141	0.029645975
ENSOCUG00000015548	PEAK1	pseudopodium enriched atypical kinase 1 	Source:HGNC Symbol;Acc:HGNC:29431	1.210361532	1.563165957	11.87220858	0.000569778	0.029770588
ENSOCUG00000002468	KIF20B	kinesin family member 20B 	Source:HGNC Symbol;Acc:HGNC:7212	-1.560589801	2.154513134	11.86087188	0.000573257	0.029886387
ENSOCUG00000014835	SMC4	structural maintenance of chromosomes 4 	Source:HGNC Symbol;Acc:HGNC:14013	-1.495305525	3.620928523	11.84744505	0.000577405	0.030036487
ENSOCUG00000005726	MRPL17	mitochondrial ribosomal protein L17 	Source:HGNC Symbol;Acc:HGNC:14053	0.77400032	4.837122138	11.80075864	0.000592066	0.030628875
ENSOCUG00000003441	FAAH	fatty acid amide hydrolase 	Source:HGNC Symbol;Acc:HGNC:3553	0.654218804	5.629598812	11.7962455	0.000593503	0.030628875
ENSOCUG00000014056	DOCK5	dedicator of cytokinesis 5 	Source:HGNC Symbol;Acc:HGNC:23476	1.440633089	1.070029945	11.79437179	0.000594101	0.030628875
ENSOCUG00000007629	NT5C3B	"5'-nucleotidase, cytosolic IIIB "	Source:HGNC Symbol;Acc:HGNC:28300	-0.738873413	4.883434224	11.78861897	0.000595939	0.030628875
ENSOCUG00000023579				1.362099098	0.820002963	11.78720067	0.000596393	0.030628875
ENSOCUG00000005060				1.635393898	-1.903043345	11.78348147	0.000597586	0.030628875
ENSOCUG00000008243	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast) 	Source:HGNC Symbol;Acc:HGNC:6763	-2.14286599	1.973417536	11.78265607	0.000597851	0.030628875
ENSOCUG00000002439	ACVR1	activin A receptor type 1 	Source:HGNC Symbol;Acc:HGNC:171	-0.582020833	4.387926768	11.77762636	0.000599469	0.030645412
ENSOCUG00000025901				1.405691986	3.142983194	11.76421187	0.000603804	0.030708687
ENSOCUG00000006838	SDC3	syndecan 3 	Source:HGNC Symbol;Acc:HGNC:10660	0.774755089	3.649076501	11.76285258	0.000604246	0.030708687
ENSOCUG00000003868	SLC38A7	solute carrier family 38 member 7 	Source:HGNC Symbol;Acc:HGNC:25582	0.624374754	4.455343766	11.76175801	0.000604601	0.030708687
ENSOCUG00000010667	NIF3L1	NGG1 interacting factor 3 like 1 	Source:HGNC Symbol;Acc:HGNC:13390	0.809331715	2.862183109	11.75459847	0.000606931	0.030708687
ENSOCUG00000016596	TBC1D5	TBC1 domain family member 5 	Source:HGNC Symbol;Acc:HGNC:19166	0.58991158	5.14774227	11.75379339	0.000607194	0.030708687
ENSOCUG00000025017				8.866383723	1.606741273	11.73340038	0.000613883	0.030980816
ENSOCUG00000013066	LARP1	La ribonucleoprotein domain family member 1 	Source:HGNC Symbol;Acc:HGNC:29531	0.868399476	5.334661025	11.71043131	0.000621507	0.031270705
ENSOCUG00000014074	DST	dystonin 	Source:HGNC Symbol;Acc:HGNC:1090	1.455259538	4.943813536	11.70385342	0.000623708	0.031270705
ENSOCUG00000013287	B4GALT6	"beta-1,4-galactosyltransferase 6 "	Source:HGNC Symbol;Acc:HGNC:929	1.219259811	2.278029562	11.69764546	0.000625792	0.031270705
ENSOCUG00000014352	GATM	glycine amidinotransferase 	Source:HGNC Symbol;Acc:HGNC:4175	-1.221140559	9.93656919	11.69011436	0.00062833	0.031270705
ENSOCUG00000004942	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 	Source:HGNC Symbol;Acc:HGNC:9377	1.359237226	3.946795228	11.68916421	0.000628651	0.031270705
ENSOCUG00000013106	VIPR1	vasoactive intestinal peptide receptor 1 	Source:HGNC Symbol;Acc:HGNC:12694	0.656656802	5.107253088	11.68824535	0.000628962	0.031270705
ENSOCUG00000026128				0.880905572	1.771173582	11.68668434	0.00062949	0.031270705
ENSOCUG00000027164	PPP1R36	protein phosphatase 1 regulatory subunit 36 	Source:HGNC Symbol;Acc:HGNC:20097	2.712936931	-1.823815983	11.68459587	0.000630197	0.031270705
ENSOCUG00000002537				1.18300766	2.441638647	11.64489016	0.000643791	0.031878447
ENSOCUG00000022350	CLOCK	clock circadian regulator 	Source:HGNC Symbol;Acc:HGNC:2082	1.20380357	3.004440381	11.63332455	0.000647807	0.032010305
ENSOCUG00000000566	XPR1	xenotropic and polytropic retrovirus receptor 1 	Source:HGNC Symbol;Acc:HGNC:12827	1.068311311	1.830727128	11.61461327	0.000654356	0.032266588
ENSOCUG00000009932	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 	Source:HGNC Symbol;Acc:HGNC:27230	-2.620870037	1.361694149	11.60628755	0.000657292	0.032343972
ENSOCUG00000004230	SLC9A7	solute carrier family 9 member A7 	Source:HGNC Symbol;Acc:HGNC:17123	1.530226596	0.231198119	11.5938147	0.000661715	0.032386597
ENSOCUG00000005009	PLK4	polo like kinase 4 	Source:HGNC Symbol;Acc:HGNC:11397	-2.034848712	1.45714278	11.59376364	0.000661734	0.032386597
ENSOCUG00000004078	OSBPL6	oxysterol binding protein like 6 	Source:HGNC Symbol;Acc:HGNC:16388	1.364177974	1.988396786	11.59227508	0.000662263	0.032386597
ENSOCUG00000007812	KPNA5	karyopherin subunit alpha 5 	Source:HGNC Symbol;Acc:HGNC:6398	0.888477693	2.060575222	11.57108224	0.000669854	0.032666335
ENSOCUG00000006962	ALDH1L2	aldehyde dehydrogenase 1 family member L2 	Source:HGNC Symbol;Acc:HGNC:26777	-1.959202848	3.67322391	11.56610903	0.000671648	0.032666335
ENSOCUG00000002539	SLC22A1	solute carrier family 22 member 1 	Source:HGNC Symbol;Acc:HGNC:10963	0.8474988	8.964124281	11.5613246	0.000673379	0.032666335
ENSOCUG00000025374				1.496024735	2.462929388	11.55830498	0.000674473	0.032666335
ENSOCUG00000027338				5.206028556	-3.020821627	11.55717165	0.000674884	0.032666335
ENSOCUG00000022593				0.70600256	6.462617792	11.54762392	0.000678359	0.032767506
ENSOCUG00000008834	COMMD8	COMM domain containing 8 	Source:HGNC Symbol;Acc:HGNC:26036	-0.734670763	2.731670346	11.52715145	0.00068587	0.033062859
ENSOCUG00000015756	KNL1	kinetochore scaffold 1 	Source:HGNC Symbol;Acc:HGNC:24054	-2.223110604	1.604133677	11.50664914	0.000693477	0.033361589
ENSOCUG00000000172	VAV3	vav guanine nucleotide exchange factor 3 	Source:HGNC Symbol;Acc:HGNC:12659	0.856676749	5.26667011	11.49921285	0.000696257	0.033427383
ENSOCUG00000009993	DACT2	dishevelled binding antagonist of beta catenin 2 	Source:HGNC Symbol;Acc:HGNC:21231	3.303671701	-0.008003478	11.49182679	0.000699029	0.033492545
ENSOCUG00000000249	SMARCD3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 "	Source:HGNC Symbol;Acc:HGNC:11108	-1.458316755	1.627404857	11.48260879	0.000702505	0.033550852
ENSOCUG00000018983				4.435884532	-2.814684654	11.48108448	0.000703081	0.033550852
ENSOCUG00000021946				5.017003224	-0.804832151	11.47091882	0.000706937	0.033666995
ENSOCUG00000001719	DIAPH3	diaphanous related formin 3 	Source:HGNC Symbol;Acc:HGNC:15480	-2.450853721	0.802995281	11.44463418	0.000717007	0.034078012
ENSOCUG00000001767				-0.9419398	3.276032491	11.43427925	0.000721014	0.034145773
ENSOCUG00000006859				-0.805325263	4.8446811	11.43311844	0.000721465	0.034145773
ENSOCUG00000000749	HTATIP2	HIV-1 Tat interactive protein 2 	Source:HGNC Symbol;Acc:HGNC:16637	0.554082224	5.113866433	11.42976677	0.000722768	0.034145773
ENSOCUG00000026325				2.495152381	-2.045713036	11.42607858	0.000724204	0.034145773
ENSOCUG00000001691	ATL3	atlastin GTPase 3 	Source:HGNC Symbol;Acc:HGNC:24526	0.834936501	4.57964901	11.41796586	0.000727373	0.034227016
ENSOCUG00000001674	NUP62CL	nucleoporin 62 C-terminal like 	Source:HGNC Symbol;Acc:HGNC:25960	-1.334926373	0.203088222	11.41332206	0.000729193	0.034244593
ENSOCUG00000024112	LGALS3BP	galectin 3 binding protein 	Source:HGNC Symbol;Acc:HGNC:6564	1.223860512	8.494248631	11.40598463	0.000732079	0.03431203
ENSOCUG00000010287				-5.162673524	-2.418108663	11.39472148	0.000736531	0.034452471
ENSOCUG00000008133		histone H2A.V  	Source:RefSeq peptide;Acc:NP_001164412	-0.839873766	5.418958877	11.38830606	0.000739079	0.034503471
ENSOCUG00000012640	CGN	cingulin 	Source:HGNC Symbol;Acc:HGNC:17429	0.769284663	5.665174024	11.38339648	0.000741035	0.034504527
ENSOCUG00000007857	LRRK2	leucine rich repeat kinase 2 	Source:HGNC Symbol;Acc:HGNC:18618	-1.155749317	1.807464376	11.37718874	0.000743516	0.034504527
ENSOCUG00000013475	TMEM165	transmembrane protein 165 	Source:HGNC Symbol;Acc:HGNC:30760	-0.775420784	2.666337248	11.37612876	0.00074394	0.034504527
ENSOCUG00000002384	NPAS2	neuronal PAS domain protein 2 	Source:HGNC Symbol;Acc:HGNC:7895	0.957046629	2.653037045	11.37365182	0.000744933	0.034504527
ENSOCUG00000029281				2.798069289	0.92447431	11.36536277	0.000748265	0.034591162
ENSOCUG00000000152	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3 	Source:HGNC Symbol;Acc:HGNC:16787	1.141883192	4.240763827	11.35818806	0.000751161	0.034657354
ENSOCUG00000000650	RERG	RAS like estrogen regulated growth inhibitor 	Source:HGNC Symbol;Acc:HGNC:15980	-1.097125753	1.911809567	11.35351646	0.000753053	0.034677042
ENSOCUG00000010087				0.985722361	5.223484477	11.34331025	0.000757202	0.034800431
ENSOCUG00000000849	CBFA2T2	CBFA2/RUNX1 translocation partner 2 	Source:HGNC Symbol;Acc:HGNC:1536	0.973163432	1.100754304	11.32873891	0.000763167	0.035006594
ENSOCUG00000007206	ANKRD52	ankyrin repeat domain 52 	Source:HGNC Symbol;Acc:HGNC:26614	1.307192297	2.191928293	11.31494434	0.000768858	0.035199404
ENSOCUG00000007320				-0.871615809	3.989758947	11.30813902	0.000771681	0.035260448
ENSOCUG00000014731	AOC1	"amine oxidase, copper containing 1 "	Source:HGNC Symbol;Acc:HGNC:80	2.323606102	-1.795476419	11.29824308	0.000775805	0.03538058
ENSOCUG00000029595				1.862392144	-0.997477782	11.28766471	0.000780238	0.035514316
ENSOCUG00000021635		5S ribosomal RNA 	Source:RFAM;Acc:RF00001	2.576780506	-1.310566539	11.24497942	0.000798387	0.03624564
ENSOCUG00000029233				0.997943759	3.174546414	11.24270137	0.000799367	0.03624564
ENSOCUG00000006026	UBE2E1	ubiquitin conjugating enzyme E2 E1 	Source:HGNC Symbol;Acc:HGNC:12477	-1.003930189	1.942716537	11.23269685	0.000803688	0.03630527
ENSOCUG00000008651	ITM2A	integral membrane protein 2A 	Source:HGNC Symbol;Acc:HGNC:6173	-1.138298373	3.084485685	11.23255287	0.00080375	0.03630527
ENSOCUG00000015389				0.699756799	6.090581253	11.22557816	0.000806776	0.036372552
ENSOCUG00000000410	SLC39A11	solute carrier family 39 member 11 	Source:HGNC Symbol;Acc:HGNC:14463	0.617685015	4.601731549	11.22132252	0.000808628	0.036386745
ENSOCUG00000000793	CHP2	calcineurin like EF-hand protein 2 	Source:HGNC Symbol;Acc:HGNC:24927	-1.475192888	-0.079633391	11.21368752	0.000811962	0.036467423
ENSOCUG00000006564	C10orf120	chromosome 10 open reading frame 120 	Source:HGNC Symbol;Acc:HGNC:25707	-6.353363431	-0.937526317	11.20351031	0.000816427	0.036598524
ENSOCUG00000024842	CTIF	cap binding complex dependent translation initiation factor 	Source:HGNC Symbol;Acc:HGNC:23925	0.564862183	4.31843459	11.19732865	0.000819152	0.036651233
ENSOCUG00000007657	FAM174A	family with sequence similarity 174 member A 	Source:HGNC Symbol;Acc:HGNC:24943	-0.759530291	3.131525312	11.18587891	0.000824222	0.036808512
ENSOCUG00000015270				2.279165689	0.994215823	11.16235357	0.00083474	0.037175739
ENSOCUG00000012691	GJC1	gap junction protein gamma 1 	Source:HGNC Symbol;Acc:HGNC:4280	-3.121111567	-2.320084789	11.15557169	0.000837797	0.037175739
ENSOCUG00000010557	MANBA	mannosidase beta 	Source:HGNC Symbol;Acc:HGNC:6831	0.792415632	2.614959683	11.15437705	0.000838336	0.037175739
ENSOCUG00000023425				2.070562439	7.53541041	11.15028718	0.000840187	0.037175739
ENSOCUG00000013069	ELOVL6	ELOVL fatty acid elongase 6 	Source:HGNC Symbol;Acc:HGNC:15829	2.479235657	3.157229177	11.14949902	0.000840544	0.037175739
ENSOCUG00000004068	CHST8	carbohydrate sulfotransferase 8 	Source:HGNC Symbol;Acc:HGNC:15993	-1.839026047	-0.368911927	11.14657653	0.000841869	0.037175739
ENSOCUG00000010133	VEPH1	ventricular zone expressed PH domain containing 1 	Source:HGNC Symbol;Acc:HGNC:25735	-2.09834068	-0.626582708	11.13126876	0.000848845	0.037413993
ENSOCUG00000009222	VIM	vimentin 	Source:HGNC Symbol;Acc:HGNC:12692	-0.683826011	7.007593224	11.1203682	0.000853848	0.037564566
ENSOCUG00000009723	BAAT	bile acid-CoA:amino acid N-acyltransferase 	Source:HGNC Symbol;Acc:HGNC:932	1.015204684	8.369857793	11.10586891	0.00086055	0.037789145
ENSOCUG00000027714				3.66822155	2.378932319	11.06611334	0.000879198	0.038495322
ENSOCUG00000009279	ABCA1	ATP binding cassette subfamily A member 1 	Source:HGNC Symbol;Acc:HGNC:29	1.218015105	3.658386282	11.06466728	0.000879884	0.038495322
ENSOCUG00000002258	MAP3K2	mitogen-activated protein kinase kinase kinase 2 	Source:HGNC Symbol;Acc:HGNC:6854	1.49913856	1.674549271	11.05945067	0.000882363	0.038531736
ENSOCUG00000014786	INO80D	INO80 complex subunit D 	Source:HGNC Symbol;Acc:HGNC:25997	1.621591847	0.819528555	11.05607249	0.000883972	0.038531736
ENSOCUG00000002379	MAP3K6	mitogen-activated protein kinase kinase kinase 6 	Source:HGNC Symbol;Acc:HGNC:6858	1.286124536	3.836679638	11.04318533	0.000890138	0.038597008
ENSOCUG00000021619	MAFB	MAF bZIP transcription factor B 	Source:HGNC Symbol;Acc:HGNC:6408	1.160356897	3.382620497	11.04316702	0.000890147	0.038597008
ENSOCUG00000006771				-0.673498643	3.470601744	11.04271965	0.000890362	0.038597008
ENSOCUG00000021412				-4.725838624	-1.17623706	11.03837244	0.000892452	0.038616894
ENSOCUG00000027585	BCL9L	B-cell CLL/lymphoma 9-like 	Source:HGNC Symbol;Acc:HGNC:23688	1.143247449	3.92872356	11.03489078	0.000894129	0.038618886
ENSOCUG00000015705	MAST4	microtubule associated serine/threonine kinase family member 4 	Source:HGNC Symbol;Acc:HGNC:19037	0.810932385	3.46882935	11.02529464	0.00089877	0.038748607
ENSOCUG00000015842				-0.929032705	1.676084016	11.01955612	0.000901557	0.038798077
ENSOCUG00000017282	LMTK2	lemur tyrosine kinase 2 	Source:HGNC Symbol;Acc:HGNC:17880	0.738975537	5.626243098	11.01085816	0.000905797	0.038909817
ENSOCUG00000009895				-1.92695346	2.640764669	10.99401049	0.000914068	0.039193978
ENSOCUG00000007467				-2.275197826	-1.886402991	10.98700564	0.000917529	0.039271251
ENSOCUG00000011795	SCN10A	sodium voltage-gated channel alpha subunit 10 	Source:HGNC Symbol;Acc:HGNC:10582	-6.126396096	-1.12837216	10.97374255	0.000924119	0.039481917
ENSOCUG00000006396				-2.130477929	0.375065624	10.95928849	0.000931356	0.039719385
ENSOCUG00000013087	ATP11C	ATPase phospholipid transporting 11C 	Source:HGNC Symbol;Acc:HGNC:13554	0.988429901	5.070624878	10.94821018	0.000936941	0.039885703
ENSOCUG00000013007	UBE2S	ubiquitin conjugating enzyme E2 S 	Source:HGNC Symbol;Acc:HGNC:17895	-1.168752653	2.788052284	10.93642279	0.00094292	0.040068195
ENSOCUG00000012955	SEMA4D	semaphorin 4D 	Source:HGNC Symbol;Acc:HGNC:10732	1.069344169	3.470696363	10.93082343	0.000945775	0.040078331
ENSOCUG00000012026				0.791132173	6.028806224	10.92931362	0.000946546	0.040078331
ENSOCUG00000025039	PLPP2	phospholipid phosphatase 2 	Source:HGNC Symbol;Acc:HGNC:9230	0.740508769	5.835257172	10.91734435	0.000952681	0.040211727
ENSOCUG00000014877				-1.319879984	3.61061729	10.91654128	0.000953094	0.040211727
